Channel Name, Longitude, Direction
National Geographic Wild, 58.0, W
National Geographic Wild, 58.0, W
National Geographic Wild India, 58.0, W
Nativa FM São Paulo, 58.0, W
NB News, 58.0, W
NBC Central, 58.0, W
NBC East, 58.0, W
NBC Mountain, 58.0, W
NBC West, 58.0, W
NBT 2, 58.0, W
NDTV 24x7, 58.0, W
NE News, 58.0, W
Nepal 1, 58.0, W
New Age, 58.0, W
New Brasil, 58.0, W
News 1, 58.0, W
News 11, 58.0, W
News 18 Rajasthan, 58.0, W
News J, 58.0, W
NewsNation, 58.0, W
NFL Network, 58.0, W
NFL Sunday Ticket 2, 58.0, W
NFL Sunday Ticket 4, 58.0, W
NFL Sunday Ticket 6, 58.0, W
NFL Sunday Ticket 8, 58.0, W
NHK World Japan, 58.0, W
NHK World Japan Radio, 58.0, W
NHK World Premium, 58.0, W
NHK World Premium, 58.0, W
NHK World Premium, 58.0, W
Nick Jr Asia, 58.0, W
Nick Jr East, 58.0, W
Nick Jr Latin America, 58.0, W
Nick Jr Latin America, 58.0, W
Nick Jr West, 58.0, W
Nickelodeon Centro, 58.0, W
Nickelodeon East, 58.0, W
Nickelodeon East, 58.0, W
Nickelodeon Norte, 58.0, W
Nickelodeon Norte, 58.0, W
Nickelodeon South East Asia, 58.0, W
Nickelodeon Sur, 58.0, W
Nickelodeon Sur, 58.0, W
NickMusic, 58.0, W
Nicktoons East, 58.0, W
Nicktoons West, 58.0, W
NNT, 58.0, W
Nossa Rádio, 58.0, W
Nothin' but '90s, 58.0, W
Novosadska TV, 58.0, W
NTA International, 58.0, W
NTV, 58.0, W
NTV, 58.0, W
NTV, 58.0, W
NTV Hit, 58.0, W
NTV Pravo, 58.0, W
NTV Serial, 58.0, W
NTV Stil, 58.0, W
Nu9ve, 58.0, W
OBN, 58.0, W
Ocean TV Network, 58.0, W
Okhota i Rybalka, 58.0, W
Oman TV, 58.0, W
OMG, 58.0, W
Once niñas y niños, 58.0, W
One 31, 58.0, W
One 31, 58.0, W
Oprah Winfrey Network East, 58.0, W
Oscar Movies Bhojpuri, 58.0, W
Oto Shopping 3, 58.0, W
OTR, 58.0, W
Outdoor Channel International, 58.0, W
OuterMax, 58.0, W
Pahang FM, 58.0, W
Pannon TV, 58.0, W
Paramount Network Latin America, 58.0, W
Paramount Network Latin America, 58.0, W
Paramount Network Latin America, 58.0, W
Parlamentarni kanal, 58.0, W
Party's, 58.0, W
Pasiones Latinoamérica, 58.0, W
PBS East, 58.0, W
PBS Kids, 58.0, W
PBS Kids, 58.0, W
PBS West, 58.0, W
People TV, 58.0, W
Perak FM, 58.0, W
Perviy kanal, 58.0, W
Phoenix Chinese Channel, 58.0, W
Phoenix Chinese Channel, 58.0, W
Phoenix Hong Kong, 58.0, W
Phoenix InfoNews Channel, 58.0, W
Phoenix Movies Channel, 58.0, W
Pink BH, 58.0, W
Planet Fun, 58.0, W
Play FM, 58.0, W
Playboy TV Europe, 58.0, W
Playboy TV USA, 58.0, W
Police TV, 58.0, W
Poolside, 58.0, W
Positiv, 58.0, W
PPTV HD 36, 58.0, W
PPTV HD 36, 58.0, W
Prarthana Bhawan TV, 58.0, W
Pro TV International, 58.0, W
Public First, 58.0, W
Pulse FM, 58.0, W
PX Sports, 58.0, W
Pyatnitsa!, 58.0, W
Pyatnitsa!, 58.0, W
Qatar TV, 58.0, W
Quiero Musica en mi Idioma, 58.0, W
Quran Radio, 58.0, W
Quran TV, 58.0, W
Quran TV, 58.0, W
QVC 2 Over the Air, 58.0, W
QVC 3, 58.0, W
QVC Over the Air, 58.0, W
QVC US, 58.0, W
QVC US, 58.0, W
R&B Retro, 58.0, W
Radio AD Venir, 58.0, W
Rádio Band News FM São Paulo, 58.0, W
Rádio Bandeirantes AM, 58.0, W
Radio Chanson, 58.0, W
Radio Exterior, 58.0, W
Radio Klasik, 58.0, W
Radio Mayak, 58.0, W
Radio Moda, 58.0, W
Radio Nueva Q, 58.0, W
Radio Oman, 58.0, W
Rádio Relógio, 58.0, W
Radio Ritmo Romántica, 58.0, W
Radio Rossii, 58.0, W
Radiomar, 58.0, W
Rai Italia Asia, 58.0, W
Rai Italia Nord America, 58.0, W
Rai Italia Nord America, 58.0, W
Rai Italia Nord America, 58.0, W
Rai Italia Sud America, 58.0, W
Rama Channel (2), 58.0, W
Rapid TV, 58.0, W
RASD TV, 58.0, W
Ratnik, 58.0, W
RBTV, 58.0, W
Real Extreme, 58.0, W
Reality Kings TV, 58.0, W
Record TV Américas, 58.0, W
Red AD Venir Internacional, 58.0, W
Red de las Artes, 58.0, W
Red Lips, 58.0, W
Rede Brasil, 58.0, W
Rede Gospel, 58.0, W
Rede Internacional de TV, 58.0, W
Reggaeton, 58.0, W
REN TV, 58.0, W
REN TV, 58.0, W
RetroPlex East, 58.0, W
Rewind 80s & 90s, 58.0, W
RFD-TV, 58.0, W
RFI Français, 58.0, W
Riyadh Radio, 58.0, W
Rock, 58.0, W
Rock & Pop, 58.0, W
Rock Action, 58.0, W
Rock Action, 58.0, W
Rock Anthems, 58.0, W
Rock en Español, 58.0, W
Rock Entertainment, 58.0, W
Rock Entertainment, 58.0, W
Romance Latino, 58.0, W
Royal Thai Army Radio, 58.0, W
RTL, 58.0, W
RTL Deutschland, 58.0, W
RTL Deutschland, 58.0, W
RTL Gold, 58.0, W
RTL Három, 58.0, W
RTL Ketto, 58.0, W
RTM TV 1, 58.0, W
RTS 1, 58.0, W
Ru TV, 58.0, W
Ruktae TV 53, 58.0, W
Russkaya Komediya, 58.0, W
Russkaya Noch, 58.0, W
Russkiy Bestseller, 58.0, W
Russkiy Detektiv, 58.0, W
Russkiy Illusion, 58.0, W
Russkiy Roman, 58.0, W
Ryzhiy, 58.0, W
Sabah FM, 58.0, W
Sabah V FM, 58.0, W
Sabor & Arte, 58.0, W
Sadhna News TV, 58.0, W
Sadhna Plus News, 58.0, W
Salsa y Merengue, 58.0, W
Sangu E, 58.0, W
Sangu TV, 58.0, W
Sansad TV, 58.0, W
Sansha Satellite TV, 58.0, W
Santvani Channel, 58.0, W
Sarafan, 58.0, W
Sarawak FM, 58.0, W
Sathiyam TV, 58.0, W
Saudi TV, 58.0, W
Saudia Radio, 58.0, W
SBN Domestic, 58.0, W
SBN Global, 58.0, W
SBT Rio, 58.0, W
Science, 58.0, W
Scripps News, 58.0, W
SEC Network, 58.0, W
SEC Network, 58.0, W
Secrets, 58.0, W
Señal 96.5 FM, 58.0, W
SET Asia, 58.0, W
Sexprivé, 58.0, W
Shanson TV, 58.0, W
Sharjah Radio, 58.0, W
Sharjah TV, 58.0, W
Shenzhen Satellite TV, 58.0, W
Shop Channel Thailand, 58.0, W
ShopHQ, 58.0, W
Showtime 2 East, 58.0, W
Showtime Extreme West, 58.0, W
Showtime Showcase West, 58.0, W
Showtime West, 58.0, W
Shraddha Mh One, 58.0, W
Shraddha Mh One, 58.0, W
Sidharth TV, 58.0, W
Silk, 58.0, W
Silk, 58.0, W
Silk Way, 58.0, W
Sky Local News, 58.0, W
Sky Local View, 58.0, W
Sky Local View 2, 58.0, W
Sky Local View 3, 58.0, W
Sky News UK, 58.0, W
Sky One, 58.0, W
Sky Premiere 3, 58.0, W
Sky Premiere 4, 58.0, W
Sky Sports 1, 58.0, W
Sky Sports 21, 58.0, W
Sky Sports 24, 58.0, W
Sky Sports 3, 58.0, W
Sky Sports 34, 58.0, W
Sky Sports 6, 58.0, W
Sky Sports 8, 58.0, W
Sky Sports 9, 58.0, W
Smile TV, 58.0, W
Smooth Jazz, 58.0, W
Smooth Jazz, 58.0, W
Solo para Peques, 58.0, W
Sony BBC Earth, 58.0, W
Sony BBC Earth, 58.0, W
Sony Channel Andes, 58.0, W
Sony Channel Centro, 58.0, W
Sony Channel Sur, 58.0, W
Sony Channel Sur, 58.0, W
Sony Pix, 58.0, W
Sony Sports Ten 5, 58.0, W
Sorozat +, 58.0, W
Soundtracks, 58.0, W
Space México, 58.0, W
Space Sur, 58.0, W
Special Stingray, 58.0, W
Special Weekends, 58.0, W
SpoTV 2 Asia, 58.0, W
SpoTV Asia, 58.0, W
SSTV, 58.0, W
Star Channel Brasil, 58.0, W
Star Channel México, 58.0, W
Star Channel México, 58.0, W
Star Gold HD India, 58.0, W
Star Gold India, 58.0, W
Star Jalsha, 58.0, W
Star Kiran, 58.0, W
Star Life India, 58.0, W
Star Maa, 58.0, W
Star Maa, 58.0, W
Star Maa Gold, 58.0, W
Star Maa Movies, 58.0, W
Star Maa Music, 58.0, W
Star Movies China, 58.0, W
Star Plus HD India, 58.0, W
Star Plus India, 58.0, W
Star Pravah, 58.0, W
Star Pravah, 58.0, W
Star Sports Select HD1, 58.0, W
Star Sports Select HD2, 58.0, W
Star Utsav Movies, 58.0, W
Star Vijay India, 58.0, W
Star World Premiere HD, 58.0, W
Starz Cinema East, 58.0, W
Starz Comedy East, 58.0, W
Starz East, 58.0, W
Starz Edge East, 58.0, W
Starz Encore Action East, 58.0, W
Starz Encore Action West, 58.0, W
Starz Encore Black East, 58.0, W
Starz Encore Black West, 58.0, W
Starz Encore Classic East, 58.0, W
Starz Encore East, 58.0, W
Starz Encore Español Este, 58.0, W
Starz Encore Family East, 58.0, W
Starz Encore Suspense East, 58.0, W
Starz Encore West, 58.0, W
Starz Encore Westerns East, 58.0, W
Starz In Black East, 58.0, W
Starz Kids & Family East, 58.0, W
Starz West, 58.0, W
Stingray Classica, 58.0, W
Stingray CMusic, 58.0, W
Stingray Juicebox, 58.0, W
STS, 58.0, W
STS, 58.0, W
STS Kids, 58.0, W
STS Love, 58.0, W
Studio Universal América Latina, 58.0, W
Studio Universal América Latina, 58.0, W
Studio Universal México, 58.0, W
Subbota!, 58.0, W
Sudan TV, 58.0, W
Sun Channel, 58.0, W
Sundance TV West, 58.0, W
Sunna TV, 58.0, W
Suno FM, 58.0, W
Suno FM GB, 58.0, W
Super Hungama, 58.0, W
Super TV 2, 58.0, W
SuperGeroi, 58.0, W
Superior Livestock Auction TV, 58.0, W
SVBC 3 Kannada, 58.0, W
Svoyo TV, 58.0, W
Swaraj Express SMBC, 58.0, W
Syfy East, 58.0, W
Syfy West, 58.0, W
T News, 58.0, W
T Sports 7, 58.0, W
T8WH, 58.0, W
Tango, 58.0, W
Tanjug TV, 58.0, W
Tata Play Aradhana, 58.0, W
Tata Play Classic Cinema, 58.0, W
Tata Play Cooking, 58.0, W
Tata Play Fitness, 58.0, W
Tata Play Fun Learn, 58.0, W
Tata Play Ibaadat, 58.0, W
Tata Play Music+, 58.0, W
Tata Play NEET Prep, 58.0, W
Tata Play ShortsTV, 58.0, W
TBN Inspire USA, 58.0, W
TBN USA, 58.0, W
TBN USA, 58.0, W
TBS West, 58.0, W
TCM América Latina, 58.0, W
TCM América Latina, 58.0, W
TCM América Latina, 58.0, W
TCM Argentina, 58.0, W
TCM Brasil, 58.0, W
TCM Canada, 58.0, W
TCM US, 58.0, W
TCM US, 58.0, W
Tech Storm, 58.0, W
Techno 24, 58.0, W
TeenNick East, 58.0, W
TeenNick West, 58.0, W
Tele México, 58.0, W
Telebachillerato, 58.0, W
Telefe, 58.0, W
TeleFórmula, 58.0, W
TeleHit, 58.0, W
TeleHit, 58.0, W
Telekanal 2x2, 58.0, W
Telekanal Doktor, 58.0, W
Telekanal Spas, 58.0, W
Telekanal Zvezda, 58.0, W
Telekanal Zvezda, 58.0, W
Telemundo Internacional, 58.0, W
Telemundo Internacional México, 58.0, W
Telemundo Internacional Sur, 58.0, W
Telesecundaria, 58.0, W
Telesecundaria +, 58.0, W
Terengganu FM, 58.0, W
Terraviva, 58.0, W
Thai Channel 8, 58.0, W
Thai PBS 3, 58.0, W
Thai TV 5 HD, 58.0, W
Thai Weather Radio, 58.0, W
Thai Weather Radio Fax, 58.0, W
Thai Weather Radio Ship, 58.0, W
Thai Weather Radio Volmet, 58.0, W
Thaiban 83, 58.0, W
Thainess TV, 58.0, W
Thairath TV 32, 58.0, W
Thairath TV 32, 58.0, W
Thalitha A3, 58.0, W
The Americas, 58.0, W
The Chill Lounge, 58.0, W
The Movie Channel East, 58.0, W
The Movie Channel Xtra East, 58.0, W
ThrillerMax East, 58.0, W
ThrillerMax West, 58.0, W
Times Now Navbharat, 58.0, W
TLC Argentina, 58.0, W
TLC Brasil, 58.0, W
TLC Canada, 58.0, W
TLC East, 58.0, W
TLC East, 58.0, W
TLC Latinoamérica, 58.0, W
TLC México, 58.0, W
TLC New Zealand, 58.0, W
TLC Philippines, 58.0, W
TLC Southeast Asia, 58.0, W
TLC Taiwan, 58.0, W
Tlnovelas México, 58.0, W
TNBC, 58.0, W
TNN 16, 58.0, W
TNN 16, 58.0, W
TNT, 58.0, W
TNT, 58.0, W
TNT 4, 58.0, W
TNT América Latina, 58.0, W
TNT Chile, 58.0, W
TNT Colombia, 58.0, W
TNT México, 58.0, W
TNT México, 58.0, W
TNT Novelas América Latina, 58.0, W
TNT Novelas América Latina, 58.0, W
TNT Novelas América Latina, 58.0, W
TNT Series Argentina, 58.0, W
TNT Series Argentina, 58.0, W
TNT Series Brasil, 58.0, W
TNT Series Colombia, 58.0, W
TNT Series México, 58.0, W
TNT Sports 2 Chile, 58.0, W
TNT Sports 3 Chile, 58.0, W
TNT Sports Chile, 58.0, W
TNT West, 58.0, W
Today's Latin Pop, 58.0, W
Tooncast, 58.0, W
Top News, 58.0, W
Total Hits France, 58.0, W
Total Hits Italy, 58.0, W
Toxic TV, 58.0, W
TP Channel, 58.0, W
Trace Sport Stars, 58.0, W
Travel Channel Asia, 58.0, W
Travel Channel Asia, 58.0, W
Travel Channel East, 58.0, W
Travel Channel East, 58.0, W
Travelxp Tamil, 58.0, W
Traxx FM, 58.0, W
Trinitas TV, 58.0, W
TRT World, 58.0, W
Tru TV West, 58.0, W
True 4U, 58.0, W
True 4U, 58.0, W
True Select, 58.0, W
True Shopping, 58.0, W
TUDN Centro, 58.0, W
TUDN México, 58.0, W
TV 2, 58.0, W
TV 27 News, 58.0, W
TV 3, 58.0, W
TV 3, 58.0, W
TV 4 Amazigh, 58.0, W
TV 5 Coran, 58.0, W
TV 5 Uzice, 58.0, W
TV 6, 58.0, W
TV 7, 58.0, W
TV 8, 58.0, W
TV 9, 58.0, W
TV Assembleia Legislativa do Tocantins, 58.0, W
TV Belle Amie, 58.0, W
TV Centr, 58.0, W
TV Centr, 58.0, W
TV Chile, 58.0, W
TV de Galicia, 58.0, W
TV Direct 2, 58.0, W
TV Direct 9, 58.0, W
TV K3, 58.0, W
TV Land East, 58.0, W
TV Land West, 58.0, W
TV Méxiquense, 58.0, W
TV Most, 58.0, W
TV Niksic, 58.0, W
TV Novi Pazar, 58.0, W
TV Pljevlja, 58.0, W
TV Thathi Campinas, 58.0, W
TV Today, 58.0, W
TV UNAM, 58.0, W
TV UNAM, 58.0, W
TV Universidad, 58.0, W
TV5Monde Amérique Latine, 58.0, W
TV5Monde Amérique Latine, 58.0, W
TV5Monde Asie, 58.0, W
TV5Monde Asie, 58.0, W
TV5Monde Asie, 58.0, W
TV5Monde Asie, 58.0, W
TV5Monde Pacifique, 58.0, W
TV5Monde Style, 58.0, W
TVB Thai, 58.0, W
TVE Internacional América, 58.0, W
TVE Internacional América, 58.0, W
TVE Internacional América, 58.0, W
TVE Internacional América, 58.0, W
TVE Internacional Asia, 58.0, W
TVN, 58.0, W
TVN Asia, 58.0, W
TyC Sports Estados Unidos, 58.0, W
TyC Sports Latinoamérica, 58.0, W
U-Beat, 58.0, W
UK Chart Toppers, 58.0, W
Umm TV, 58.0, W
Una TV, 58.0, W
Unikum, 58.0, W
Universal Kids East, 58.0, W
Universal Kids East, 58.0, W
Universal TV América Latina, 58.0, W
Universal TV América Latina Este, 58.0, W
Universal TV México, 58.0, W
Universal TV México, 58.0, W
Univisión Latinoamérica, 58.0, W
USA Network East, 58.0, W
USA Network Latin, 58.0, W
USA Network Latin, 58.0, W
USA Network West, 58.0, W
Usadba, 58.0, W
UTV Movies, 58.0, W
V Gostyakh u Skazki, 58.0, W
V6 News, 58.0, W
Ve Plus Panregional, 58.0, W
Venus, 58.0, W
Vesti FM, 58.0, W
Vextremo, 58.0, W
VH1 East, 58.0, W
Victory Channel, 58.0, W
Viva México, 58.0, W
Vivid TV, 58.0, W
VoA Dari, 58.0, W
VoA East Timor, 58.0, W
VoA Indonesia, 58.0, W
VoA Mongolia, 58.0, W
VoA TV Asia, 58.0, W
VoA TV Global, 58.0, W
Voice of America, 58.0, W
Voice TV, 58.0, W
Volver, 58.0, W
Wai FM, 58.0, W
Warner Channel Atlántico Sur, 58.0, W
Warner Channel Atlántico Sur, 58.0, W
Warner Channel Atlántico Sur, 58.0, W
Warner Channel Atlántico Sur, 58.0, W
Warner Channel México, 58.0, W
Warner Channel Panregional, 58.0, W
We TV East, 58.0, W
WHME-TV, 58.0, W
Wisdom TV, 58.0, W
WOBI TV, 58.0, W
Workpoint 23, 58.0, W
Workpoint 23, 58.0, W
World, 58.0, W
World Harvest TV, 58.0, W
WPCH-TV, 58.0, W
WWE Network Australia, 58.0, W
Xinjiang City FM 929, 58.0, W
Xinjiang People's Radio, 58.0, W
Xinjiang People's Radio Comprehensive, 58.0, W
Xinjiang People's Radio Khazak, 58.0, W
Xinjiang People's Radio Uygur, 58.0, W
Xinjiang TV 1, 58.0, W
Xinjiang TV 12, 58.0, W
Xinjiang TV 2, 58.0, W
Xinjiang TV 3, 58.0, W
Xinjiang TV 4, 58.0, W
Xinjiang TV 5, 58.0, W
Xinjiang TV 8, 58.0, W
Xinjiang TV 9, 58.0, W
XJBS 949 Communications Radio, 58.0, W
YTN, 58.0, W
YTN World, 58.0, W
Yunnan Lancang-Mekong International Channel, 58.0, W
Zdorovoe TV, 58.0, W
Zee Action, 58.0, W
Zee Action, 58.0, W
Zee Anmol, 58.0, W
Zee Anmol, 58.0, W
Zee Bollywood, 58.0, W
Zee Bollywood, 58.0, W
Zee Bollywood, 58.0, W
Zee Business, 58.0, W
Zee Business, 58.0, W
Zee Café, 58.0, W
Zee Café, 58.0, W
Zee Café, 58.0, W
Zee Cinema Asia, 58.0, W
Zee Cinema Asia, 58.0, W
Zee Cinema Asia, 58.0, W
Zee Classic, 58.0, W
Zee Classic, 58.0, W
Zee News, 58.0, W
Zee News, 58.0, W
Zee Picchar, 58.0, W
Zee Salaam, 58.0, W
Zee Sarthak, 58.0, W
Zee Thirai, 58.0, W
Zee TV India, 58.0, W
Zee TV India, 58.0, W
Zee TV India, 58.0, W
Zee Zest, 58.0, W
Zhivi!, 58.0, W
Zing Asia, 58.0, W
Zing Asia, 58.0, W
ZooMoo Asia, 58.0, W
ZooMoo Asia, 58.0, W
ZooMoo Latinoamérica, 58.0, W
ZooMoo Latinoamérica, 58.0, W
Berur FM, 72.1, E
BTV, 72.1, E
Capital Radio, 72.1, E
Capital TV, 72.1, E
Classic FM, 72.1, E
East Africa Radio, 72.1, E
East FM, 72.1, E
EATV 5, 72.1, E
Efatha TV, 72.1, E
Gukena FM, 72.1, E
HomeBoyz Radio, 72.1, E
ITV, 72.1, E
Kiss FM, 72.1, E
KTN Farmers TV, 72.1, E
KTN Home, 72.1, E
KTN News, 72.1, E
Radio Jambo, 72.1, E
Radio Maisha, 72.1, E
Radio One, 72.1, E
Spice FM, 72.1, E
Tanzania Safari Channel, 72.1, E
TBC 1, 72.1, E
TBC 2, 72.1, E
TBC FM, 72.1, E
TBC International, 72.1, E
TBC Taifa, 72.1, E
Times Radio, 72.1, E
Times TV, 72.1, E
Uhuru FM, 72.1, E
Vybez Radio, 72.1, E
Adulto, 53.0, W
Canal 27, 53.0, W
Chillout, 53.0, W
Clasico, 53.0, W
Cristiano, 53.0, W
Crossover, 53.0, W
Electronica, 53.0, W
Eventos, 53.0, W
Folclorico, 53.0, W
Instrumental, 53.0, W
Instrumental Exitos, 53.0, W
Instrumental Moderno, 53.0, W
Juvenil, 53.0, W
Latino, 53.0, W
Nueva Era, 53.0, W
Olimpica, 53.0, W
Radio Exclusiva, 53.0, W
Tropical, 53.0, W
Venezolano, 53.0, W
Vía X, 53.0, W
Zona Latina, 53.0, W
Afro Music Channel, 33.0, E
Afro Music Pop, 33.0, E
AMC Portugal, 33.0, E
Ango TV, 33.0, E
Band Internacional, 33.0, E
Band News, 33.0, E
Canal A, 33.0, E
FM Estéreo, 33.0, E
Luanda Antena Comercial, 33.0, E
Ngola Yetu, 33.0, E
Rádio 5, 33.0, E
Rádio Cazenga, 33.0, E
Rádio Ecclesia, 33.0, E
Rádio Escola, 33.0, E
Rádio Luanda, 33.0, E
Rádio Mais, 33.0, E
Rádio Viana, 33.0, E
Record News, 33.0, E
Record TV Europa, 33.0, E
RTP África, 33.0, E
RTP Internacional Europa, 33.0, E
TPA 1, 33.0, E
TPA 2, 33.0, E
TV Zimbo, 33.0, E
Woohoo, 33.0, E
5 Kanal, 60.0, E
Akili Kids!, 60.0, E
Alghad FM, 60.0, E
Arewa 24, 60.0, E
BBS TV, 60.0, E
Bukedde 1, 60.0, E
Bukedde 2, 60.0, E
Capital FM, 60.0, E
Channel 44, 60.0, E
Classic FM, 60.0, E
Eswatini TV, 60.0, E
K24, 60.0, E
Karusel, 60.0, E
Kass TV, 60.0, E
KTN Home, 60.0, E
KTN News, 60.0, E
Lagos TV, 60.0, E
Lumen Christi Catholic TV, 60.0, E
Match!, 60.0, E
MITV, 60.0, E
Naija FM Lagos, 60.0, E
Nation FM, 60.0, E
NBS TV, 60.0, E
Nika FM, 60.0, E
Nika TV, 60.0, E
NTV, 60.0, E
NTV Uganda, 60.0, E
OnMax, 60.0, E
Perviy kanal, 60.0, E
Radio Maisha, 60.0, E
Radio Mayak, 60.0, E
Ray Power FM, 60.0, E
Rhythm, 60.0, E
Rossiya K, 60.0, E
SBT MS, 60.0, E
Silverbird TV, 60.0, E
Soundcity TV, 60.0, E
Spark TV, 60.0, E
Spice, 60.0, E
Star FM 101.5, 60.0, E
Sunna TV, 60.0, E
Telekanal 78, 60.0, E
Televista, 60.0, E
Trybe TV, 60.0, E
TV Centr Dal'nii Vostok, 60.0, E
TV Guanandi, 60.0, E
TV West, 60.0, E
TVC, 60.0, E
TVC News, 60.0, E
UBC TV, 60.0, E
Urban TV, 60.0, E
Vesti FM, 60.0, E
Wazobia FM Lagos, 60.0, E
Wazobia Max TV Lagos, 60.0, E
Wazobia TV, 60.0, E
ZNBC TV 1, 60.0, E
ZNBC TV 2, 60.0, E
88 Good Luck TV, 55.5, W
95.0 Music Radio, 55.5, W
A24, 55.5, W
Adithya TV, 55.5, W
Adult Swim Brasil, 55.5, W
Agro+, 55.5, W
Alfa, 55.5, W
Aljazeera English, 55.5, W
Aljazeera English, 55.5, W
América Internacional, 55.5, W
América Repetidora Interior, 55.5, W
America Sports, 55.5, W
América TV, 55.5, W
Angel TV India, 55.5, W
Angel TV Português, 55.5, W
Animal Planet HD World India, 55.5, W
Animal Planet India, 55.5, W
ANTV, 55.5, W
Arte 1, 55.5, W
Asian Action Channel, 55.5, W
Aspen 101.5, 55.5, W
Aspen 102.3, 55.5, W
Azam One, 55.5, W
Azam Sports 1, 55.5, W
Azam Sports 2, 55.5, W
Azam Sports 3, 55.5, W
Azam Two, 55.5, W
Azam Xtra, 55.5, W
BabyFirst TV, 55.5, W
Bada Khabar, 55.5, W
Bally Sports Detroit, 55.5, W
Bally Sports Florida, 55.5, W
Bally Sports Great Lakes, 55.5, W
Bally Sports Midwest, 55.5, W
Bally Sports North, 55.5, W
Bally Sports Ohio, 55.5, W
Bally Sports South, 55.5, W
Bally Sports Southeast, 55.5, W
Bally Sports Sun, 55.5, W
Bally Sports Wisconsin, 55.5, W
Band FM São Paulo, 55.5, W
Band News, 55.5, W
Band Sports, 55.5, W
Bandamax, 55.5, W
Banterng Thai, 55.5, W
Barangay LS 97.1, 55.5, W
BBC World Service Arabic, 55.5, W
BBC World Service English Americas, 55.5, W
BBC World Service English News, 55.5, W
Big Ten Network, 55.5, W
Big Ten Network Alternate, 55.5, W
BitMe, 55.5, W
Bloomberg TV Brazil, 55.5, W
Bloomberg TV Latin America, 55.5, W
Bolivisión, 55.5, W
Boomerang US, 55.5, W
BYU TV Latin America, 55.5, W
C Sport, 55.5, W
C Sport 2, 55.5, W
C Sport+, 55.5, W
Canal (á), 55.5, W
Canal 10, 55.5, W
Canal 10 Chiapas, 55.5, W
Canal 10 de Junin, 55.5, W
Canal 11, 55.5, W
Canal 11, 55.5, W
Canal 13 Chiapas, 55.5, W
Canal 13 Tabasco, 55.5, W
Canal 2, 55.5, W
Canal 3, 55.5, W
Canal 4, 55.5, W
Canal 4, 55.5, W
Canal 5, 55.5, W
Canal 6, 55.5, W
Canal 9, 55.5, W
Canal Claro, 55.5, W
Canal DHE, 55.5, W
Canal Educação Piauí, 55.5, W
Canal Empreender, 55.5, W
Canal Rural, 55.5, W
Canal Um Europa, 55.5, W
Caracol TV Internacional, 55.5, W
Cartoon Network Africa, 55.5, W
Cartoon Network Argentina, 55.5, W
Cartoon Network Brasil, 55.5, W
Cartoon Network Canada East, 55.5, W
Cartoon Network India, 55.5, W
Cartoon Network Latinoamérica, 55.5, W
Cartoon Network West, 55.5, W
Cartoonito Argentina, 55.5, W
Cartoonito Latinoamérica, 55.5, W
CBS News, 55.5, W
CCTV 4 America, 55.5, W
CGTN, 55.5, W
CGTN Documentary, 55.5, W
CGTN Español, 55.5, W
CGTN Français, 55.5, W
Champions TV 1, 55.5, W
Champions TV 2, 55.5, W
Champions TV 3, 55.5, W
Champions TV 4, 55.5, W
Channel Joy, 55.5, W
Channel Ten, 55.5, W
Chintu TV, 55.5, W
Chithiram, 55.5, W
Chomyut Channel, 55.5, W
Chutti TV, 55.5, W
Cinecanal Este, 55.5, W
Cinecanal Oeste, 55.5, W
Cinemax Latinoamérica, 55.5, W
Citra Bioskop, 55.5, W
Citra Culinary & Travel, 55.5, W
Citra Dangdut, 55.5, W
Citra Drama, 55.5, W
Citra Drama Plus, 55.5, W
Citra Entertainment, 55.5, W
Citra Muslim, 55.5, W
Ciudad Magazine, 55.5, W
Claro Cinema, 55.5, W
Claro Sports, 55.5, W
Claro Sports 2, 55.5, W
Classic FM, 55.5, W
Clouds TV, 55.5, W
CNN en Español, 55.5, W
CNN International Latin America, 55.5, W
CNN International North America, 55.5, W
CNN México, 55.5, W
CNN USA, 55.5, W
CNN USA, 55.5, W
Colors, 55.5, W
Concert Channel, 55.5, W
CVM TV, 55.5, W
DD Bharati, 55.5, W
DD India, 55.5, W
DD Kisan, 55.5, W
DD National, 55.5, W
DD News, 55.5, W
DD Sports, 55.5, W
DD Urdu, 55.5, W
De Película, 55.5, W
Discovery Channel Atlántico Sur, 55.5, W
Discovery Channel Chile, 55.5, W
Discovery Channel East, 55.5, W
Discovery Channel India, 55.5, W
Discovery HD World India, 55.5, W
Discovery Home & Health Sur, 55.5, W
Discovery Kids Chile, 55.5, W
Discovery Kids India, 55.5, W
Discovery Science India, 55.5, W
Discovery Science Latinoamérica, 55.5, W
Discovery Turbo América Latina, 55.5, W
Discovery Turbo India, 55.5, W
Disney Channel Latinoamérica, 55.5, W
Disney Channel Sur, 55.5, W
Disney Junior Sur, 55.5, W
Distrito Comedia, 55.5, W
DTamil, 55.5, W
E! Andes, 55.5, W
E! México, 55.5, W
E! Sur, 55.5, W
EATV 5, 55.5, W
EDN TV, 55.5, W
El Nueve, 55.5, W
El Trece Internacional, 55.5, W
El Trece Internacional, 55.5, W
El Trece Satelital, 55.5, W
English Club TV, 55.5, W
EPTV Sul de Minas, 55.5, W
ESPN 2 Africa, 55.5, W
ESPN 2 Argentina, 55.5, W
ESPN 2 Chile, 55.5, W
ESPN 2 Colombia, 55.5, W
ESPN 2 Sur, 55.5, W
ESPN 2 US, 55.5, W
